ID,Cluster_3
28640121,2
28640121,2
28640121,2
28640122,2
28640122,2
28640182,2
30330035,0
30330069,1
30330149,1
30330179,1
30330301,1
30330302,1
30330355,0
30330370,0
30330409,0
30330485,0
30330486,0
30330558,0
30330558,0
30330565,0
30330569,0
30330629,1
30330632,1
30330674,0
30330674,0
30330693,1
30330770,1
30330778,1
30330798,0
30330798,0
30330821,0
30330852,0
30330875,0
30330879,1
30330986,0
30332010,0
30860007,0
30860007,0
30860017,0
30860033,0
30860061,1
30860095,0
30860142,1
30860145,1
30860227,1
30860227,1
30860239,2
30860249,0
30860250,0
30860310,0
30860391,0
30860394,0
30860495,0
30860533,1
30860533,1
30860539,0
30860539,0
30860539,0
30860650,1
30860708,0
30860737,1
30860762,1
30860762,1
30860804,1
30860804,1
31320005,1
31320005,1
31320060,1
31320097,1
31320098,1
31320316,0
31320455,1
31320656,0
31320685,0
31320757,1
31320758,1
31320760,0
31320760,0
31321173,0
31321431,1
31321589,0
31321590,1
32710154,0
39010095,1
39010096,0
39010115,1
39010116,1
39020001,2
39020001,2
39020134,0
39020209,0
39110281,1
39110409,1
39110438,0
39110449,0
39110450,0
39110605,1
39110675,0
39110675,0
39110815,0
39110969,0
39110970,0
39110987,1
39110987,1
39110995,0
39111355,0
39111355,0
39111356,0
39111360,0
39111360,0
39120015,0
39120016,0
39120197,0
39120198,0
39120245,0
39120246,0
39120424,0
39120458,0
39120509,0
39120519,2
39120519,2
39120559,1
39120999,0
42270059,1
42270059,1
42270059,1
42270059,1
42270163,1
42270192,2
42270209,1
42270214,0
42270214,0
42270228,1
42270228,1
42270350,1
42270350,1
42270540,1
42270610,1
42270851,0
42270878,1
42270907,0
42270907,0
42270995,0
42271067,1
42271092,1
42271144,1
42271192,0
42271271,1
42271271,1
42271271,1
42271337,1
42271395,0
42271423,1
42280033,1
42280033,1
42280033,1
42280034,1
42280034,1
42280034,1
42280110,0
42280200,0
42280200,0
42280523,1
42280588,0
42340221,0
42340325,1
42340373,1
42340423,1
44630037,0
44630038,0
44630160,1
44630160,1
44630231,1
44630249,1
44630329,1
44630329,1
44630465,0
44630507,1
44630670,0
44630671,0
44640053,0
44640054,0
44640310,0
44640310,0
44640315,0
44640315,0
44640437,0
44640437,1
44640446,0
44640461,1
44640462,0
44640655,1
44670067,1
44670208,0
44670291,0
44670292,0
44670377,1
44690160,0
44690327,1
44692020,1
47120013,1
47120261,0
47120322,0
47120322,0
47120437,1
47120489,1
47120489,1
47120490,0
47120587,1
47120603,1
47120604,1
47120643,1
47120643,1
47120644,1
47120644,1
47120644,1
47120762,1
47120763,1
47120849,1
47120849,1
47120849,1
47120871,0
47120872,0
47120923,1
47120931,0
47120931,0
47120932,0
47120939,0
47121036,1
47130034,0
47130065,0
47130066,0
47130066,0
47130533,0
47130611,0
47130611,0
47130685,1
47130729,1
47130823,1
50260039,1
50260077,1
50260131,1
50260144,1
50260166,0
50270030,1
50270151,0
50270163,1
50270194,1
50270271,1
50270287,0
50270317,0
50270318,0
50270415,1
50270426,0
50270436,0
50270436,0
50270439,1
50270475,0
50270477,0
50270478,0
50270501,0
50270502,1
50270516,1
50270533,0
50270533,0
50270601,1
50270601,1
50270611,1
50270638,1
50270667,1
50270668,1
50760031,1
50760085,0
50760086,0
50760116,1
50760131,1
50760131,1
50760132,1
50760209,1
50760209,1
50760210,1
50760210,1
50760217,1
50760299,1
50760334,1
50760337,1
50760337,1
50760357,0
50760357,0
50760394,1
50760421,1
50760429,0
50780009,1
50780010,1
50780013,1
50780087,1
50780088,1
50780403,1
50780404,1
50780404,1
52720041,0
52720109,1
52720109,1
52720109,1
52720183,0
52720287,0
52720371,1
52720431,0
52720511,1
52720549,1
52720639,0
52730004,1
52730081,1
52730183,0
52730184,0
52730184,1
53060149,0
53060150,0
53060150,0
53060177,1
53060213,1
53060419,0
53060420,0
53060657,0
53060658,0
53060716,0
53060716,0
54200016,0
54200016,0
54200058,0
54200070,0
54200161,0
54200162,0
54200167,0
54200168,0
54200227,0
54200227,0
54200327,1
54200327,1
54200335,0
54200336,0
54200407,0
54200563,1
54200612,1
54200622,1
54200661,1
54200661,1
54200662,1
54200675,0
54200685,1
54200749,1
54200781,0
54200781,0
54200782,1
54200782,1
54200884,0
54200981,0
54201031,0
54201032,0
54201032,0
54201091,0
54201221,1
54260043,1
54260044,1
54260060,0
54260075,0
54260076,0
54260117,1
54260118,1
54260155,1
54260212,0
54260217,0
54260218,0
54260229,0
54260314,1
54260327,0
54260331,0
54260349,0
54260349,0
54260349,0
54260350,0
54260350,0
54260373,1
54260389,1
54260409,0
54260410,0
54260483,0
54260695,1
54260732,0
54260756,0
54260870,1
54260870,1
54260889,0
54260889,0
54260925,0
54261011,0
54261040,1
54261041,1
54261138,0
54261292,0
54261326,0
54261327,0
54261364,0
54261364,0
54261408,1
54261430,0
54261458,1
54261491,1
54261491,1
54261491,1
54261519,1
54261566,1
54261566,1
54261567,1
54261567,1
54261627,1
54420085,0
54420119,1
54420120,1
54420120,1
54420163,0
54420441,1
54420563,1
54420577,1
54420585,0
54420606,0
54420643,0
54420699,1
54420840,0
54420907,1
54420907,1
54420910,1
54420910,1
54420971,1
54420972,1
54421189,0
54421189,0
54421189,1
54421191,1
54421192,0
54421379,1
54421439,0
54421440,0
54421440,0
54440058,1
54440058,1
54440123,1
54440188,1
54440366,0
54440366,0
54440426,0
54440438,1
54440474,0
54440474,0
54440475,0
54440508,0
54440509,0
54440528,1
54440575,1
54440575,0
54440796,0
54440872,1
54440873,1
54440891,1
54440987,0
54441127,0
54441132,1
54441132,1
54540006,0
54540006,0
54540059,0
54540135,1
54540136,1
54540145,1
54540180,0
54540184,1
54540243,1
54540243,1
54540243,1
54540269,1
54540269,1
54540270,1
54540399,1
54540426,0
54540426,0
54540452,0
54540466,1
54540632,0
54540683,1
54540713,0
54540714,0
54540714,0
54540811,0
54540811,0
54540811,0
54540812,0
54540812,0
54540853,1
54540858,1
54540918,0
54540918,0
54540989,0
54541019,1
54541020,0
54541020,0
54541039,0
56080019,1
56080075,1
56080089,0
56080090,0
56080176,0
56080315,0
56080315,0
56080325,1
56080325,1
56080623,0
56080897,1
56080897,1
70130275,1
70130293,0
70130294,0
70130349,0
70130349,0
70130349,0
70130388,0
70130507,1
70130662,1
70130662,1
70130723,1
70130765,0
70130777,0
70130777,0
70130787,0
70130805,0
70130807,0
70130807,0
70130807,0
70130813,1
70130867,0
70130867,0
70130868,0
70130905,0
70130905,0
70130947,0
70130947,0
70130969,0
70130969,0
70130969,0
70130998,0
70131013,0
70140059,0
70140060,0
70140078,0
70140103,0
70140103,0
70140141,0
70140142,1
70140237,1
70140248,1
70140281,0
70140295,0
70140295,0
70740007,0
70740029,1
70740079,1
70740120,1
70740134,1
70740171,0
70740215,0
70740215,0
70740427,1
80630371,0
80630371,1
90300005,1
90300013,1
90300157,1
90300158,1
90300161,1
90300336,1
90300344,1
90300344,1
90300345,0
90300367,1
90300375,0
90300470,0
90300470,0
90300496,0
90300496,0
90300557,1
90300557,1
90300837,0
90300909,0
90300909,0
90300910,0
90301035,1
90301035,1
90301084,1
90301139,1
90302015,0
90320178,0
90320178,0
90320560,0
90320560,0
90320623,0
90320643,1
90320647,1
90320677,0
90320677,0
90320700,0
90320713,1
90320760,1
90320770,0
90321063,1
90321111,0
90321321,0
90321321,0
90321322,0
90321326,0
92460049,0
92460083,0
92460117,0
92460121,0
92460123,0
92460281,1
92460281,1
92460282,1
92460355,0
92460355,0
92460361,1
92460438,1
92460449,0
92460449,0
92460616,0
92460638,1
92460717,1
92460719,0
95240035,1
95240138,1
95240219,1
95240220,1
95240253,1
95240296,1
95240344,1
95240344,1
95240363,0
95240420,0
95240420,0
95240423,0
95240423,0
95240424,0
95240431,1
95240431,1
95240444,0
95240547,0
95240671,0
95240671,0
95240679,0
96040078,1
96040108,1
96040311,1
96040369,0
96040381,0
96040382,0
96040433,1
96040452,0
96040515,1
96040537,1
96040538,1
