ID,Cluster_4
44630231,1
44630249,3
44630329,3
44630329,3
44630465,3
44630507,3
44630670,3
44630671,3
44640053,3
44640054,3
44640310,3
44640310,3
44640315,0
44640315,1
44640437,0
44640437,1
44640446,0
44640461,3
44640462,1
44640655,1
44670067,0
44670208,0
44670291,3
44670292,3
44670377,0
44690160,0
44690327,3
44692020,3
47120013,3
47120261,1
47120322,3
47120322,3
47120437,3
47120489,3
47120489,3
47120490,3
47120587,0
47120603,3
47120604,3
47120643,3
47120643,3
47120644,3
47120644,1
47120644,3
47120762,3
47120763,3
47120849,3
47120849,3
47120849,3
47120871,0
47120872,0
47120923,3
47120931,0
47120931,0
47120932,0
47120939,0
47121036,3
47130034,1
47130065,0
47130066,0
47130066,0
47130533,3
47130611,0
47130611,0
47130685,1
47130729,3
47130823,1
50260039,3
50260077,3
50260131,3
50260144,3
50260166,1
50270030,3
50270151,0
50270163,3
50270194,1
50270271,3
50270287,0
50270317,3
50270318,3
50270415,3
50270426,3
50270436,0
50270436,0
50270439,3
50270475,0
50270477,1
50270478,1
50270501,3
50270502,1
50270516,1
50270533,0
50270533,1
50270601,1
50270601,3
50270611,1
50270638,3
50270667,3
50270668,3
50760031,3
50760085,0
50760086,3
50760116,3
50760131,3
50760131,3
50760132,1
50760209,3
50760209,3
50760210,3
50760210,1
50760217,3
50760299,1
50760334,3
50760337,1
50760337,3
50760357,1
50760357,0
50760394,1
50760421,3
50760429,3
50780009,3
50780010,3
50780013,3
50780087,0
50780088,0
50780403,1
50780404,3
50780404,3
52720041,3
52720109,3
52720109,3
52720109,3
52720183,3
52720287,0
52720371,1
52720431,1
52720511,3
52720549,3
52720639,0
52730004,1
52730081,3
52730183,3
52730184,3
52730184,3
53060149,3
53060150,0
53060150,0
53060177,3
53060213,3
53060419,3
53060420,1
53060657,0
53060658,0
53060716,0
53060716,1
54200016,0
54200016,0
54200058,0
54200070,1
54200161,1
54200162,0
54200167,0
54200168,0
54200227,0
54200227,0
54200327,3
54200327,3
54200335,0
54200336,0
54200407,3
54200563,3
54200612,3
54200622,3
54200661,3
54200661,3
54200662,3
54200675,0
54200685,3
54200749,1
54200781,3
54200781,3
54200782,3
54200782,3
54200884,0
54200981,1
54201031,0
54201032,0
54201032,0
54201091,3
54201221,1
54260043,3
54260044,3
54260060,3
54260075,3
54260076,3
54260117,3
54260118,1
54260155,1
54260212,0
54260217,0
54260218,0
54260229,0
54260314,3
54260327,0
54260331,0
54260349,0
54260349,3
54260349,3
54260350,3
54260350,3
54260373,3
54260389,1
54260409,3
54260410,3
54260483,0
54260695,1
54260732,0
54260756,3
54260870,3
54260870,3
54260889,3
54260889,3
54260925,2
54261011,3
54261040,3
54261041,3
54261138,3
54261292,3
54261326,1
54261327,0
54261364,0
54261364,0
54261408,3
54261430,3
54261458,3
54261491,3
54261491,3
54261491,3
54261519,3
54261566,3
54261566,3
54261567,3
54261567,3
54261627,3
54420085,0
54420119,1
54420120,3
54420120,3
54420163,0
54420441,3
54420563,3
54420577,3
54420585,0
54420606,1
54420643,1
54420699,3
54420840,3
54420907,3
54420907,3
54420910,3
54420910,3
54420971,3
54420972,3
54421189,3
54421189,3
54421189,3
54421191,1
54421192,0
54421379,3
54421439,0
54421440,0
54421440,0
54440058,3
54440058,3
54440123,3
54440188,3
54440366,3
54440366,3
54440426,0
54440438,3
54440474,3
54440474,3
54440475,3
54440508,0
54440509,0
54440528,3
54440575,1
54440575,0
54440796,0
54440872,3
54440873,1
54440891,3
54440987,0
54441127,0
54441132,3
54441132,3
54540006,0
54540006,0
54540059,3
54540135,1
54540136,3
54540145,1
54540180,3
54540184,3
54540243,3
54540243,1
54540243,3
54540269,3
54540269,3
54540270,3
54540399,3
54540426,3
54540426,3
54540452,3
54540466,1
54540632,0
54540683,3
54540713,0
54540714,0
54540714,0
54540811,3
54540811,3
54540811,3
54540812,3
54540812,3
54540853,3
54540858,3
54540918,0
54540918,0
54540989,3
54541019,1
54541020,3
54541020,3
54541039,0
56080019,3
56080075,1
56080089,3
56080090,3
56080176,3
56080315,0
56080315,0
56080325,3
56080325,3
56080623,3
56080897,3
56080897,3
70130275,3
70130293,0
70130294,1
70130349,0
70130349,0
70130349,0
70130388,0
70130507,3
70130662,3
70130662,3
70130723,3
70130765,1
70130777,0
70130777,0
70130787,0
70130805,0
70130807,3
70130807,3
70130807,3
70130813,3
70130867,3
70130867,3
70130868,3
70130905,0
70130905,0
70130947,0
70130947,0
70130969,0
70130969,0
70130969,0
70130998,1
70131013,1
70140059,3
70140060,3
70140078,0
70140103,0
70140103,0
70140141,1
70140142,0
70140237,3
70140248,3
70140281,1
70140295,0
70140295,0
70740007,1
70740029,3
70740079,3
70740120,3
70740134,3
70740171,0
70740215,3
70740215,3
70740427,3
80630371,3
80630371,3
90300005,3
90300013,3
90300157,3
90300158,3
90300161,3
90300336,3
90300344,3
90300344,3
90300345,0
90300367,3
90300375,0
90300470,0
90300470,0
90300496,0
90300496,0
90300557,3
90300557,3
90300837,3
90300909,3
90300909,3
90300910,3
90301035,3
90301035,3
90301084,3
90301139,3
90302015,3
90320178,1
90320178,0
90320560,0
90320560,0
90320623,3
90320643,3
90320647,3
90320677,0
90320677,0
90320700,0
90320713,3
90320760,1
90320770,0
90321063,3
90321111,0
90321321,0
90321321,0
90321322,0
90321326,0
92460049,3
92460083,0
92460117,0
92460121,1
92460123,0
92460281,3
92460281,3
92460282,3
92460355,3
92460355,3
92460361,1
92460438,3
92460449,0
92460449,0
92460616,0
92460638,3
92460717,3
92460719,3
95240035,3
95240138,3
95240219,1
95240220,1
95240253,3
95240296,3
95240344,3
95240344,3
95240363,1
95240420,0
95240420,1
95240423,0
95240423,0
95240424,3
95240431,3
95240431,3
95240444,0
95240547,1
95240671,3
95240671,3
95240679,3
96040078,3
96040108,3
96040311,3
96040369,0
96040381,0
96040382,0
96040433,3
96040452,0
96040515,3
96040537,3
96040538,3
